Date,Close
2017-11-05,1.571
2017-11-06,1.8
2017-11-07,1.9889
2017-11-08,1.99
2017-11-09,1.7133
2017-11-10,1.655
2017-11-11,1.49
2017-11-12,1.68
2017-11-13,1.5911
2017-11-14,1.5532
2017-11-15,1.5599
2017-11-16,1.5041
2017-11-17,1.6699
2017-11-18,1.6
2017-11-19,1.64
2017-11-20,1.5874
2017-11-21,1.6158
2017-11-22,1.57
2017-11-23,1.7292
2017-11-24,1.87
2017-11-25,1.8388
2017-11-26,1.9532
2017-11-27,1.9249
2017-11-28,1.7565
2017-11-29,1.95
2017-11-30,2.0527
2017-12-01,2.0797
2017-12-02,2.2617
2017-12-03,2.55
2017-12-04,2.612
2017-12-05,2.5134
2017-12-06,2.6625
2017-12-07,2.79
2017-12-08,2.65
2017-12-09,2.4619
2017-12-10,2.687
2017-12-11,2.5547
2017-12-12,2.719
2017-12-13,3.1519
2017-12-14,4.12
2017-12-15,4.6378
2017-12-16,5.999
2017-12-17,6.0
2017-12-18,5.6999
2017-12-19,5.1502
2017-12-20,5.1596
2017-12-21,4.2912
2017-12-22,4.4
2017-12-23,5.181
2017-12-24,6.4631
2017-12-25,9.254
2017-12-26,10.0731
2017-12-27,9.25
2017-12-28,8.7094
2017-12-29,7.5947
2017-12-30,8.53
2017-12-31,8.45
2018-01-01,8.715
2018-01-02,9.304
2018-01-03,9.143
2018-01-04,14.8908
2018-01-05,22.6
2018-01-06,18.594
2018-01-07,17.9971
2018-01-08,17.399
2018-01-09,17.5
2018-01-10,21.2024
2018-01-11,22.1999
2018-01-12,22.0246
2018-01-13,20.4541
2018-01-14,19.3396
2018-01-15,13.1996
2018-01-16,14.1998
2018-01-17,14.1397
2018-01-18,14.9447
2018-01-19,16.1712
2018-01-20,14.1334
2018-01-21,12.91
2018-01-22,13.1022
2018-01-23,13.8
2018-01-24,13.1905
2018-01-25,13.1344
2018-01-26,13.3994
2018-01-27,13.7739
2018-01-28,12.815
2018-01-29,11.4749
2018-01-30,11.3131
2018-01-31,9.5138
2018-02-01,9.7484
2018-02-02,9.7252
2018-02-03,8.3511
2018-02-04,6.7315
2018-02-05,8.263
2018-02-06,8.0647
2018-02-07,8.2791
2018-02-08,9.86
2018-02-09,9.2448
2018-02-10,8.674
2018-02-11,9.3389
2018-02-12,9.016
2018-02-13,10.4096
2018-02-14,10.8661
2018-02-15,11.25
2018-02-16,11.66
2018-02-17,10.6631
2018-02-18,11.0601
2018-02-19,9.8888
2018-02-20,9.3799
2018-02-21,8.86
2018-02-22,9.693
2018-02-23,9.0873
2018-02-24,9.35
2018-02-25,9.9199
2018-02-26,10.56
2018-02-27,10.4536
2018-02-28,10.4768
2018-03-01,10.2348
2018-03-02,10.2399
2018-03-03,10.4139
2018-03-04,10.0847
2018-03-05,9.3899
2018-03-06,9.0405
2018-03-07,8.2703
2018-03-08,8.2807
2018-03-09,7.65
2018-03-10,8.268
2018-03-11,8.034
2018-03-12,10.2188
2018-03-13,8.9243
2018-03-14,9.1047
2018-03-15,9.0645
2018-03-16,8.9231
2018-03-17,8.9648
2018-03-18,9.035
2018-03-19,9.1618
2018-03-20,9.9777
2018-03-21,10.0806
2018-03-22,11.7397
2018-03-23,13.2398
2018-03-24,12.95
2018-03-25,12.05
2018-03-26,11.5404
2018-03-27,11.6888
2018-03-28,10.1877
2018-03-29,10.3955
2018-03-30,11.051
2018-03-31,11.0767
2018-04-01,12.5996
2018-04-02,13.305
2018-04-03,12.21
2018-04-04,12.4888
2018-04-05,12.2599
2018-04-06,12.5
2018-04-07,12.1311
2018-04-08,11.8888
2018-04-09,12.0904
2018-04-10,12.33
2018-04-11,13.0087
2018-04-12,13.52
2018-04-13,13.2888
2018-04-14,13.0989
2018-04-15,12.2342
2018-04-16,11.777
2018-04-17,12.2999
2018-04-18,12.361
2018-04-19,12.5858
2018-04-20,13.3302
2018-04-21,12.8888
2018-04-22,13.645
2018-04-23,15.0895
2018-04-24,13.3999
2018-04-25,14.63
2018-04-26,14.2396
2018-04-27,15.2011
2018-04-28,15.0489
2018-04-29,14.3291
2018-04-30,14.1711
2018-05-01,14.439
2018-05-02,14.6999
2018-05-03,14.3622
2018-05-04,14.4468
2018-05-05,14.012
2018-05-06,13.71
2018-05-07,13.4981
2018-05-08,14.6417
2018-05-09,13.7957
2018-05-10,12.9884
2018-05-11,12.9319
2018-05-12,13.1515
2018-05-13,12.8388
2018-05-14,12.5389
2018-05-15,12.2901
2018-05-16,12.3777
2018-05-17,15.1363
2018-05-18,14.33
2018-05-19,14.1666
2018-05-20,14.6996
2018-05-21,13.888
2018-05-22,12.4998
2018-05-23,13.0288
2018-05-24,13.0129
2018-05-25,12.7888
2018-05-26,12.6046
2018-05-27,11.9179
2018-05-28,12.6073
2018-05-29,12.6199
2018-05-30,14.2
2018-05-31,14.2888
2018-06-01,14.6732
2018-06-02,14.6995
2018-06-03,14.2636
2018-06-04,15.6156
2018-06-05,17.275
2018-06-06,16.2791
2018-06-07,16.2292
2018-06-08,16.0188
2018-06-09,14.18
2018-06-10,15.47
2018-06-11,15.2263
2018-06-12,14.5888
2018-06-13,14.867
2018-06-14,14.9895
2018-06-15,15.7602
2018-06-16,16.5987
2018-06-17,16.8111
2018-06-18,16.7556
2018-06-19,16.0773
2018-06-20,17.0727
2018-06-21,15.56
2018-06-22,15.6398
2018-06-23,14.4174
2018-06-24,14.92
2018-06-25,14.0525
2018-06-26,14.0737
2018-06-27,14.206
2018-06-28,14.5399
2018-06-29,14.6851
2018-06-30,14.37
2018-07-01,14.5968
2018-07-02,14.1639
2018-07-03,14.0212
2018-07-04,13.76
2018-07-05,13.4366
2018-07-06,14.16
2018-07-07,14.01
2018-07-08,13.5348
2018-07-09,12.77
2018-07-10,12.697
2018-07-11,12.1318
2018-07-12,12.1803
2018-07-13,12.0595
2018-07-14,12.321
2018-07-15,13.3471
2018-07-16,13.7398
2018-07-17,12.8574
2018-07-18,12.955
2018-07-19,12.0798
2018-07-20,12.1959
2018-07-21,12.1885
2018-07-22,12.0348
2018-07-23,12.1469
2018-07-24,13.0048
2018-07-25,13.3283
2018-07-26,13.9919
2018-07-27,14.669
2018-07-28,13.9569
2018-07-29,13.1666
2018-07-30,13.8369
2018-07-31,13.6666
2018-08-01,14.15
2018-08-02,14.1251
2018-08-03,13.8663
2018-08-04,13.64
2018-08-05,13.6998
2018-08-06,13.1488
2018-08-07,12.1489
2018-08-08,12.7654
2018-08-09,12.1472
2018-08-10,11.6972
2018-08-11,11.7999
2018-08-12,10.2576
2018-08-13,9.3999
2018-08-14,9.5049
2018-08-15,9.7888
2018-08-16,10.88
2018-08-17,9.8807
2018-08-18,10.1388
2018-08-19,9.6377
