Date,Close
2015-01-02,27.33250
2015-01-05,26.5625
2015-01-06,26.56500
2015-01-07,26.9375
2015-01-08,27.97250
2015-01-09,28.0025005
2015-01-12,27.3125
2015-01-13,27.55500
2015-01-14,27.45000
2015-01-15,26.70500
2015-01-16,26.49750
2015-01-20,27.18000
2015-01-21,27.38750
2015-01-22,28.10000
2015-01-23,28.24500
2015-01-26,28.27500
2015-01-27,27.28500
2015-01-28,28.82750
2015-01-29,29.72500
2015-01-30,29.29000
2015-02-02,29.65750
2015-02-03,29.66250
2015-02-04,29.89000
2015-02-05,29.98500
2015-02-06,29.73250
2015-02-09,29.93000
2015-02-10,30.50500
2015-02-11,31.22000
2015-02-12,31.61500
2015-02-13,31.77000
2015-02-17,31.95750
2015-02-18,32.18000
2015-02-19,32.11250
2015-02-20,32.375
2015-02-23,33.25
2015-02-24,33.042500
2015-02-25,32.19750
2015-02-26,32.60500
2015-02-27,32.11500
2015-03-02,32.27250
2015-03-03,32.34000
2015-03-04,32.13500
2015-03-05,31.60250
2015-03-06,31.65000
2015-03-09,31.78500
2015-03-10,31.12750
2015-03-11,30.56000
2015-03-12,31.11250
2015-03-13,30.89750
2015-03-16,31.23750
2015-03-17,31.76000
2015-03-18,32.11750
2015-03-19,31.875
2015-03-20,31.47500
2015-03-23,31.80250
2015-03-24,31.67250
2015-03-25,30.84500
2015-03-26,31.059999
2015-03-27,30.8125
2015-03-30,31.59250
2015-03-31,31.10750
2015-04-01,31.0625
2015-04-02,31.33000
2015-04-06,31.83750
2015-04-07,31.50250
2015-04-08,31.40000
2015-04-09,31.64000
2015-04-10,31.77500
2015-04-13,31.71250
2015-04-14,31.57500
2015-04-15,31.69500
2015-04-16,31.54250
2015-04-17,31.1875
2015-04-20,31.90000
2015-04-21,31.72750
2015-04-22,32.15500
2015-04-23,32.41750
2015-04-24,32.57000
2015-04-27,33.16250
2015-04-28,32.64000
2015-04-29,32.16000
2015-04-30,31.28750
2015-05-01,32.23750
2015-05-04,32.17500
2015-05-05,31.45000
2015-05-06,31.25250
2015-05-07,31.31500
2015-05-08,31.90500
2015-05-11,31.58000
2015-05-12,31.46750
2015-05-13,31.50250
2015-05-14,32.23750
2015-05-15,32.19250
2015-05-18,32.54750
2015-05-19,32.51750
2015-05-20,32.51500
2015-05-21,32.84750
2015-05-22,33.13500
2015-05-26,32.40500
2015-05-27,33.0099983
2015-05-28,32.94500
2015-05-29,32.57000
2015-06-01,32.63500
2015-06-02,32.49000
2015-06-03,32.53000
2015-06-04,32.34000
2015-06-05,32.16250
2015-06-08,31.95000
2015-06-09,31.85500
2015-06-10,32.22000
2015-06-11,32.14750
2015-06-12,31.79250
2015-06-15,31.73000
2015-06-16,31.90000
2015-06-17,31.82500
2015-06-18,31.97000
2015-06-19,31.65000
2015-06-22,31.90250
2015-06-23,31.75750
2015-06-24,32.027500
2015-06-25,31.875
2015-06-26,31.6875
2015-06-29,31.13250
2015-06-30,31.35750
2015-07-01,31.65000
2015-07-02,31.61000
2015-07-06,31.5
2015-07-07,31.42250
2015-07-08,30.64250
2015-07-09,30.017500
2015-07-10,30.82000
2015-07-13,31.41500
2015-07-14,31.40250
2015-07-15,31.70500
2015-07-16,32.12750
2015-07-17,32.40500
2015-07-20,33.017502
2015-07-21,32.6875
2015-07-22,31.30500
2015-07-23,31.29000
2015-07-24,31.125
2015-07-27,30.69250
2015-07-28,30.84500
2015-07-29,30.74750
2015-07-30,30.59250
2015-07-31,30.32500
2015-08-03,29.61000
2015-08-04,28.66000
2015-08-05,28.85000
2015-08-06,28.78250
2015-08-07,28.88000
2015-08-10,29.93000
2015-08-11,28.37250
